id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
4449,Historiker,noun,der,historian,Als Historiker beschäftige ich mich wissenschaftlich mit der Geschichte.,"As a historian, I deal academically with history.",14.2922323885445,0.84009124738848
4450,innovativ,adj,,innovative,"Mein Chef sagt, ich habe immer sehr innovative Ideen.",My boss says I always have very innovative ideas.,14.2922323885445,0.84832730602838
4451,kollektiv,adj,,collective,Kollektive Arbeit stärkt das Gefühl der Gruppe.,Collective work strengthens the feeling of the group.,14.2922323885445,0.867909467634886
4452,nüchtern,adj,,"sober, with empty stomach",Für den Termin beim Arzt muss ich nüchtern sein und esse deswegen nicht.,"I have to have an empty stomach for the doctor’s appointment, so I don’t eat.",14.2922323885445,0.900281971013681
4453,ungeheuer,adj,,tremendous,"Es ist ungeheuer wichtig, dass ich heute früher nach Hause gehe.",It’s tremendously important that I go home early today.,14.2922323885445,0.890636640045675
4454,Vorurteil,noun,das,prejudice,"Ich versuche, fremden Menschen immer ohne Vorurteile zu begegnen.",I always try to meet strangers without prejudice.,14.2922323885445,0.894045040152011
4455,Warnung,noun,die,warning,Ich nehme die Warnungen meines Arztes ernst und werde weniger Alkohol trinken.,I take my doctor’s warnings seriously and will drink less alcohol.,14.2922323885445,0.893003806593497
4456,Zeugnis,noun,das,"report, certificate, testimony",Einen Tag vor den Ferien bekommen wir in der Schule unsere Zeugnisse.,One day before the summer break we get our report cards at school.,14.2922323885445,0.888999644668739
4457,anmachen,verb,,to turn on,"Wenn es Nacht ist, mache ich das Licht an, um lesen zu können.","When it’s night, I turn on the lights so I can read.",14.242948828584,0.80982180653537
4458,App,noun,die,app,Manche Apps auf dem Handy sind sehr nützlich im Alltag.,Some apps on your mobile phone are very useful in everyday life.,14.242948828584,0.790726433048941
4459,derzeitig,adj,,current,Die derzeitige Situation im Land ist sehr gefährlich.,The current situation in the country is very dangerous.,14.242948828584,0.858819889885651
4460,Einblick,noun,der,insight,Das Praktikum verschafft mir einen Einblick in den Job.,The internship gives me an insight into the job.,14.242948828584,0.895633646469291
4461,eingeben,verb,,"to enter, input, put in","Ich gebe meine Nummer in dein Handy ein, damit du mich morgen anrufen kannst.",I’ll enter my number in your phone so you can call me tomorrow.,14.242948828584,0.828520663814861
4462,Evolution,noun,die,evolution,Die Evolution des Menschen ist nur eine Theorie und nicht bewiesen.,Human evolution is only a theory and not proven.,14.242948828584,0.732391898087887
4463,gigantisch,adj,,gigantic,Das ist ein gigantisches Gebäude.,This is a gigantic building.,14.242948828584,0.873941394538893
4464,Nervenzelle,noun,die,"nerve cell, neuron",Sowohl Menschen als auch Tiere besitzen Nervenzellen und können so zum Beispiel Schmerz spüren.,"Both humans and animals have nerve cells and can feel pain, for example.",14.242948828584,0.70598434703566
4465,überflüssig,adj,,"superfluous, unnecessary","Ein neues Auto zu kaufen, ist überflüssig, das alte fährt noch sehr gut.","Buying a new car is unnecessary, the old one still runs very well.",14.242948828584,0.907185645418415
4466,einteilen,verb,,"to organize, arrange, divide into",Der Lehrer teilt die Schüler in mehrere Gruppen ein.,The teacher divides the students into several groups.,14.1936652686235,0.856453505102481
4467,Feststellung,noun,die,"determination, assessment","Mein Arzt macht die Feststellung, dass ich krank bin.",My doctor makes the assessment that I am ill.,14.1936652686235,0.8690130663777
4468,losfahren,verb,,"to leave, depart","Wir sollten morgen früher losfahren, damit wir eher wieder zu Hause sind.",We should depart early tomorrow so we can get home sooner.,14.1936652686235,0.898047584477937
4469,Pistole,noun,die,pistol,Der Täter hat eine Pistole dabei und benutzt sie auch.,The perpetrator has a pistol with him and uses it.,14.1936652686235,0.813204976806259
4470,schalten,verb,,"to switch, shift","Du musst in einen anderen Gang schalten, damit das Auto schneller fährt.",You have to shift gears to make the car go faster.,14.1936652686235,0.832451827072877
4471,sowjetisch,adj,,Soviet,Moskau war damals die sowjetische Hauptstadt.,Moscow was the Soviet capital at the time.,14.1936652686235,0.797159004673093
4472,überführen,verb,,to transfer,Die Autos werden nach Amerika überführt.,The cars are being transferred to America.,14.1936652686235,0.822381581232889
4473,verbindlich,adj,,"binding, authoritative","Ich brauche eine verbindliche Antwort von dir, ob du zur Party kommst oder nicht.",I need a binding answer from you whether you’re coming to the party or not.,14.1936652686235,0.869981388283842
4474,anstelle,prep,,instead of,Anstelle des Autos nehme ich jetzt immer den Bus.,"Instead of the car, I always take the bus.",14.144381708663,0.880315203536823
4475,beleidigen,verb,,to insult,Die Kinder streiten und beleidigen sich gegenseitig.,The children argue and insult each other.,14.144381708663,0.881764673248689
4476,Diener,noun,der,servant,"Es ist nicht üblich, heute noch Diener im Haus zu haben.",It’s not customary to have servants in the house today.,14.144381708663,0.680079338749728
4477,konventionell,adj,,conventional,Er hat sehr konventionelle Ansichten.,He has very conventional views.,14.144381708663,0.881944375101048
4478,Neutron,noun,das,neutron,Neutronen haben keine elektrische Ladung.,Neutrons have no electric charge.,14.144381708663,0.561731991425744
4479,organisatorisch,adj,,organizational,Aus organisatorischen Gründen müssen wir die Veranstaltung verschieben.,For organizational reasons we have to postpone the event.,14.144381708663,0.74638514612395
4480,reif,adj,,ripe,"Ob eine Frucht reif ist, erkennt man oft schon am Aussehen.",Whether a fruit is ripe can often be seen from its appearance.,14.144381708663,0.879247662626838
4481,Stab,noun,der,staff,Ich gehöre zu einem kleinen Stab von Mitarbeitern in der Firma.,I belong to a small staff of employees in the company.,14.144381708663,0.745798847507931
4482,überholen,verb,,"to pass, overhaul","Wenn das Auto vor mir zu langsam fährt, überhole ich es.","If the car in front of me drives too slowly, I’ll pass it.",14.144381708663,0.911214666208859
4483,vorangehen,verb,,"to precede, lead (the way)",Der Entscheidung gehen erst lange Diskussionen voran.,The decision is preceded by long discussions.,14.144381708663,0.866387963646998
4484,anderswo,adv,,elsewhere,Anderswo schmeckt es immer besser als zu Hause.,Elsewhere it always tastes better than at home.,14.0950981487025,0.897102349503835
4485,empfindlich,adj,,sensitive,Ich habe sehr empfindliche Haut und bekomme deswegen schnell blaue Flecken.,My skin is very sensitive and I get bruises quickly.,14.0950981487025,0.896480027254039
4486,Finanzen,noun,die,"finance, finances",Meine Mutter kümmert sich um die Finanzen der Familie.,My mother takes care of the family finances.,14.0950981487025,0.827129014279712
4487,hilflos,adj,,helpless,"Ich sehe meinen Lehrer hilflos an, damit er mir die Aufgabe noch einmal erklärt.",I look helplessly at my teacher so that he explains the task to me again.,14.0950981487025,0.89044570407588
4488,Mist,noun,der,"crap, manure","Anton redet nur Mist, du kannst ihm nichts glauben.","Anton talks crap, you can’t believe anything he says.",14.0950981487025,0.818988049029532
4489,münden,verb,,"to join, meet, flow into",Der Fluss mündet in das Meer.,The river flows into the sea.,14.0950981487025,0.623021092976428
4490,Physiologie,noun,die,physiology,Die Physiologie des Menschen ist ein Gebiet in der Medizin.,Human physiology is a field in medicine.,14.0950981487025,0.497663418116741
4491,Porträt,noun,das,portrait,"Ich möchte, dass du ein Porträt von mir malst.",I want you to paint a portrait of me.,14.0950981487025,0.832846714292907
4492,Premiere,noun,die,"opening night, premiere",Heute gehe ich zu der Premiere des neuen Films.,Today I’m going to the opening night of the new movie.,14.0950981487025,0.848989066848545
4493,Schadenersatz,noun,der,compensation,Nach dem Unfall erhalte ich einen Schadenersatz.,After the accident I receive compensation.,14.0950981487025,0.551648467771723
4494,Schrei,noun,der,scream,Das Baby gibt einen lauten Schrei von sich.,The baby gives a loud scream.,14.0950981487025,0.85232171591105
4495,Schwangerschaft,noun,die,pregnancy,"Während der Schwangerschaft trinke ich keinen Alkohol, weil es schlecht für mein Kind ist.",I don’t drink alcohol during pregnancy because it’s bad for my child.,14.0950981487025,0.802857374861587
4496,Staatsanwalt,noun,der,"public prosecutor, district attorney","Der Staatsanwalt entscheidet, ob ein Mensch angeklagt wird.",The prosecutor decides whether a person should be charged.,14.0950981487025,0.828295996146483
4497,Transfer,noun,der,transfer,"Um vom Hotel zum Flughafen zu kommen, brauchen wir einen Transfer.","To get from the hotel to the airport, we need a transfer.",14.0950981487025,0.856375671690253
4498,verkürzen,verb,,to shorten,"Ich möchte die Zeit verkürzen, in der ich arbeite, um mehr Zeit für meine Kinder zu haben.",I want to shorten the time I work to have more time for my children.,14.0950981487025,0.872428385331818
4499,vorbeugen,verb,,"to bend over, lean forward, prevent",Martin beugt sich vor und schaut seinem Sohn über die Schulter.,Martin bends over and looks over his son’s shoulder.,14.0950981487025,0.831675257881055
4500,witzig,adj,,funny,"Ich muss immer lachen, wenn ich mich mit Karla treffe, sie ist sehr witzig.",I always have to laugh when I meet Karla; she’s very funny.,14.0950981487025,0.868642015609838
4501,Annäherung,noun,die,"approach, approximation, rapprochement","Ich hoffe auf eine Annäherung meiner Eltern, damit wir wieder eine Familie sein können.","I hope for a rapprochement with my parents, so that we can be a family again.",14.045814588742,0.88725474749224
4502,blasen,verb,,to blow,Der Wind bläst heute sehr stark.,The wind is blowing very hard today.,14.045814588742,0.871744373102565
4503,Exemplar,noun,das,"copy, piece",Ich habe mir ein neues Exemplar von dem Buch gekauft.,I bought a new copy of the book.,14.045814588742,0.887429789405651
4504,Fond,noun,der,fund,Die Anleger wählten einen guten Fond aus.,The investors selected a good fund.,14.045814588742,0.79392467107471
4505,Logik,noun,die,logic,Ich verstehe die Logik deiner Gedanken nicht.,I don’t understand the logic of your thoughts.,14.045814588742,0.874587771019314
4506,Müll,noun,der,"waste, garbage, rubbish, trash","Die Menschen produzieren zu viel Müll, das schadet der Umwelt.","People produce too much waste, which is harmful to the environment.",14.045814588742,0.899922534148224
4507,rational,adj,,rational,"Ich versuche mich zu beruhigen, um eine rationale Lösung zu finden.",I’m trying to calm down in order to find a rational solution.,14.045814588742,0.794753220200855
4508,Vergnügen,noun,das,pleasure,Die Eltern liegen am Strand und die Kinder spielen am Wasser,ein großes Vergnügen! – The parents lie on the beach and the children play by the water – a great pleasure!,14.045814588742,0.868017041779315
4509,fließend,adj,,"fluent, fluid, flowing",Das Kleid hat einen sehr schönen fließenden Stoff.,The dress has a very nice flowing fabric.,13.9965310287815,0.901713983866488
4510,konsumieren,verb,,to consume,Manche Menschen konsumieren gefährliche Substanzen.,Some people consume dangerous substances.,13.9965310287815,0.623255111359911
4511,naturwissenschaftlich,adj,,scientific,Aus naturwissenschaftlicher Sicht gibt es Gott nicht.,"From a scientific point of view, God does not exist.",13.9965310287815,0.628085054748125
4512,Ökonomie,noun,die,economics,Unter Ökonomie versteht man die Wissenschaft der Wirtschaft.,Economics is the science of business.,13.9965310287815,0.706317786822812
4513,Festival,noun,das,festival,Auf dem Festival gibt es sehr gute Musik.,There is very good music at the festival.,13.947247468821,0.805110648288751
4514,hinlegen,verb,,to lie down,"Nach der Arbeit bin ich so müde, dass ich mich hinlegen muss.",I’m so tired after work; I have to lie down.,13.947247468821,0.88123513889019
4515,Landwirt,noun,der,farmer,Als Landwirt arbeitest du viel an der frischen Luft.,"As a farmer, you work a lot in the fresh air.",13.947247468821,0.789965203970421
4516,Laptop,noun,"der, das",laptop,"Ich arbeite mit dem Laptop, wenn ich unterwegs bin.",I work with my laptop when I’m on the road.,13.947247468821,0.763890030746503
4517,läuten,verb,,"to ring, toll",Jede Stunde läutet die Uhr im Rathaus.,"Every hour, the clock in the town hall rings.",13.947247468821,0.789854230944844
4518,Neugier,noun,die,curiosity,Unsere kleine Katze besitzt viel Neugier und erforscht jeden Winkel unserer Wohnung.,Our little cat has a lot of curiosity and explores every corner of our home.,13.947247468821,0.878366972051921
4519,Notiz,noun,die,note,"Ich schreibe mir eine Notiz, damit ich die Informationen nicht vergesse.",I’ll write a note so I don’t forget the information.,13.947247468821,0.87138421520664
4520,Rakete,noun,die,rocket,Am letzten Abend im Jahr schießen wir Raketen in die Luft.,The last night of the year we shoot rockets into the air.,13.947247468821,0.813760841867542
